task_id,class_id,box_id,pattern_id,start_time_s,delivery_offset_s,delivery_time_s,deadline_s
P000096-1,C038,B058,P000096,4030.0,1368.3286756404718,5398.328675640472,inf
P002857-1,C039,B059,P002857,3945.0,1233.1709759127682,5178.170975912768,inf
P001153-1,C042,B060,P001153,0.0,1097.3572431194746,1097.3572431194746,10800.0
P000104-1,C044,B061,P000104,4484.0,1127.3572431194746,5611.357243119474,10800.0
P000104-1,C043,B062,P000104,4484.0,1127.3572431194746,5611.357243119474,inf
P002523-1,C045,B063,P002523,0.0,1520.6026200486217,1520.6026200486217,3600.0
P000110-1,C047,B064,P000110,1253.0,1104.4629012533037,2357.4629012533037,3600.0
P000110-1,C046,B065,P000110,1253.0,1104.4629012533037,2357.4629012533037,inf
P002293-1,C048,B066,P002293,3504.0,863.9542734339071,4367.9542734339075,10800.0
P002877-1,C050,B067,P002877,0.0,847.0018095348861,847.0018095348861,10800.0
P002877-1,C049,B068,P002877,0.0,847.0018095348861,847.0018095348861,inf
P002888-1,C051,B069,P002888,2021.0,1271.8300190487548,3292.830019048755,3600.0
P002888-1,C053,B070,P002888,2021.0,1271.8300190487548,3292.830019048755,3600.0
P002888-1,C052,B071,P002888,2021.0,1271.8300190487548,3292.830019048755,inf
P002523-1,C054,B072,P002523,0.0,1113.545029285659,1113.545029285659,3600.0
P002523-1,C056,B073,P002523,0.0,1113.545029285659,1113.545029285659,3600.0
P000890-1,C055,B074,P000890,2125.0,1375.9975045841777,3500.9975045841775,inf
P002902-1,C057,B075,P002902,2337.0,1241.8553923434088,3578.8553923434088,3600.0
P002902-1,C059,B076,P002902,2337.0,1241.8553923434088,3578.8553923434088,3600.0
P002902-1,C058,B077,P002902,2337.0,1241.8553923434088,3578.8553923434088,inf
P002909-1,C060,B078,P002909,4206.0,1218.226496245155,5424.226496245155,7200.0
P002909-1,C062,B079,P002909,4206.0,1218.226496245155,5424.226496245155,10800.0
P002909-1,C061,B080,P002909,4206.0,1218.226496245155,5424.226496245155,inf
