pattern_id,gap_id,sample_idx,tau,state_id
P000029,PG000007,55,1295.805,OS000569
P000029,PG000007,56,1305.805,OS000570
P000029,PG000007,57,1315.624,OS000571
P000029,PG000007,58,1325.624,OS000572
P000029,PG000007,59,1335.624,OS000573
P000029,PG000007,60,1345.624,OS000574
P000029,PG000007,61,1355.624,OS000575
P000029,PG000007,62,1365.624,OS000576
P000029,PG000007,63,1375.624,OS000577
P000029,PG000007,64,1385.624,OS000578
P000029,PG000007,65,1395.624,OS000579
P000029,PG000007,66,1405.624,OS000580
P000029,PG000007,67,1415.624,OS000581
P000029,PG000007,68,1425.624,OS000582
P000029,PG000007,69,1435.624,OS000583
P000029,PG000007,70,1445.624,OS000584
P000029,PG000007,71,1455.624,OS000585
P000029,PG000007,72,1465.624,OS000586
P000029,PG000007,73,1475.624,OS000587
P000029,PG000007,74,1485.624,OS000588
P000029,PG000007,75,1495.624,OS000589
P000029,PG000007,76,1505.624,OS000590
P000029,PG000007,77,1515.624,OS000591
P000029,PG000007,78,1525.624,OS000592
P000029,PG000007,79,1535.624,OS000593
P000029,PG000007,80,1545.624,OS000594
P000029,PG000007,81,1555.624,OS000595
P000029,PG000007,82,1565.624,OS000596
P000029,PG000007,83,1575.624,OS000597
P000029,PG000007,84,1585.624,OS000598
P000029,PG000007,85,1595.624,OS000599
P000029,PG000007,86,1605.624,OS000600
P000030,PG000008,0,720.418,OS000001
P000030,PG000008,1,730.418,OS000002
P000030,PG000008,2,740.418,OS000003
P000030,PG000008,3,750.418,OS000004
P000030,PG000008,4,760.418,OS000005
P000030,PG000008,5,770.418,OS000006
P000030,PG000008,6,780.418,OS000007
P000030,PG000008,7,790.418,OS000008
P000030,PG000008,8,800.418,OS000009
P000030,PG000008,9,810.418,OS000010
P000030,PG000008,10,820.418,OS000011
P000030,PG000008,11,830.418,OS000012
P000030,PG000008,12,840.418,OS000013
P000030,PG000008,13,850.418,OS000014
P000030,PG000008,14,860.418,OS000015
P000030,PG000008,15,870.418,OS000016
P000030,PG000008,16,880.418,OS000017
P000030,PG000008,17,890.418,OS000018
P000030,PG000008,18,900.418,OS000019
P000030,PG000008,19,910.418,OS000020
P000030,PG000008,20,920.418,OS000021
P000030,PG000008,21,930.418,OS000022
P000030,PG000008,22,940.418,OS000023
P000030,PG000008,23,950.418,OS000024
P000030,PG000008,24,960.418,OS000025
P000030,PG000008,25,970.418,OS000026
P000030,PG000008,26,980.418,OS000027
P000030,PG000008,27,990.418,OS000028
P000030,PG000008,28,1000.418,OS000029
P000030,PG000008,29,1010.024,OS000030
P000030,PG000008,30,1020.024,OS000031
P000030,PG000008,31,1030.024,OS000032
P000030,PG000008,32,1040.024,OS000033
P000030,PG000008,33,1045.805,OS011266
P000030,PG000008,34,1055.805,OS011266
P000030,PG000008,35,1065.805,OS011266
P000030,PG000008,36,1075.805,OS011266
P000030,PG000008,37,1085.805,OS011266
P000030,PG000008,38,1095.805,OS011266
P000030,PG000008,39,1105.805,OS011266
P000030,PG000008,40,1115.805,OS011266
P000030,PG000008,41,1125.805,OS011266
P000030,PG000008,42,1135.805,OS011266
P000030,PG000008,43,1145.805,OS011266
P000030,PG000008,44,1155.805,OS011266
P000030,PG000008,45,1165.805,OS011266
P000030,PG000008,46,1175.805,OS011266
P000030,PG000008,47,1185.805,OS011266
P000030,PG000008,48,1195.805,OS011266
P000030,PG000008,49,1205.805,OS011266
P000030,PG000008,50,1215.805,OS011266
P000030,PG000008,51,1225.805,OS000568
P000030,PG000008,52,1235.805,OS000569
P000030,PG000008,53,1245.805,OS000570
P000030,PG000008,54,1255.624,OS000571
P000030,PG000008,55,1265.624,OS000572
P000030,PG000008,56,1275.624,OS000573
P000030,PG000008,57,1285.624,OS000574
P000030,PG000008,58,1295.624,OS000575
P000030,PG000008,59,1305.624,OS000576
P000030,PG000008,60,1315.624,OS000577
P000030,PG000008,61,1325.624,OS000578
P000030,PG000008,62,1335.624,OS000579
P000030,PG000008,63,1345.624,OS000580
P000030,PG000008,64,1355.624,OS000581
P000030,PG000008,65,1365.624,OS000582
P000030,PG000008,66,1375.624,OS000583
P000030,PG000008,67,1385.624,OS000584
P000030,PG000008,68,1395.624,OS000585
P000030,PG000008,69,1405.624,OS000586
P000030,PG000008,70,1415.624,OS000587
P000030,PG000008,71,1425.624,OS000588
P000030,PG000008,72,1435.624,OS000589
P000030,PG000008,73,1445.624,OS000590
P000030,PG000008,74,1455.624,OS000591
