task_id,class_id,box_id,pattern_id,start_time_s,delivery_offset_s,delivery_time_s,deadline_s
P050623-1,C032,B050,P050623,1694.0,1437.7006332510348,3131.7006332510346,3600.0
P050623-1,C035,B051,P050623,1694.0,1437.7006332510348,3131.7006332510346,3600.0
P050623-1,C036,B052,P050623,1694.0,1437.7006332510348,3131.7006332510346,inf
P050623-1,C033,B053,P050623,1694.0,1437.7006332510348,3131.7006332510346,inf
P050623-1,C034,B054,P050623,1694.0,1437.7006332510348,3131.7006332510346,inf
P051203-1,C037,B055,P051203,4307.0,1992.3883159599443,6299.3883159599445,7200.0
P051203-1,C040,B056,P051203,4307.0,1992.3883159599443,6299.3883159599445,7200.0
P051203-1,C041,B057,P051203,4307.0,1992.3883159599443,6299.3883159599445,inf
P051203-1,C038,B058,P051203,4307.0,1992.3883159599443,6299.3883159599445,inf
P051203-1,C039,B059,P051203,4307.0,1992.3883159599443,6299.3883159599445,inf
P020086-1,C042,B060,P020086,1561.0,2008.9635460273096,3569.9635460273093,10800.0
P020086-1,C044,B061,P020086,1561.0,2008.9635460273096,3569.9635460273093,10800.0
P020086-1,C043,B062,P020086,1561.0,2008.9635460273096,3569.9635460273093,inf
P007976-1,C045,B063,P007976,0.0,1054.8223462305075,1054.8223462305075,3600.0
P007976-1,C047,B064,P007976,0.0,1054.8223462305075,1054.8223462305075,3600.0
P007959-1,C046,B065,P007959,1918.0,1416.735084971189,3334.7350849711893,inf
P051203-1,C048,B066,P051203,4307.0,1124.5054354300685,5431.505435430068,10800.0
P051203-1,C050,B067,P051203,4307.0,1124.5054354300685,5431.505435430068,10800.0
P051203-1,C049,B068,P051203,4307.0,1124.5054354300685,5431.505435430068,inf
P002888-1,C051,B069,P002888,0.0,1271.8300190487548,1271.8300190487548,3600.0
P002888-1,C053,B070,P002888,0.0,1271.8300190487548,1271.8300190487548,3600.0
P002888-1,C052,B071,P002888,0.0,1271.8300190487548,1271.8300190487548,inf
P007959-1,C054,B072,P007959,1918.0,1032.7333575756627,2950.733357575663,3600.0
P007959-1,C056,B073,P007959,1918.0,1032.7333575756627,2950.733357575663,3600.0
P007976-1,C055,B074,P007976,0.0,1438.8174069593672,1438.8174069593672,inf
P002902-1,C057,B075,P002902,2100.0,1241.8553923434088,3341.8553923434088,3600.0
P002902-1,C059,B076,P002902,2100.0,1241.8553923434088,3341.8553923434088,3600.0
P002902-1,C058,B077,P002902,2100.0,1241.8553923434088,3341.8553923434088,inf
P050623-1,C060,B078,P050623,1694.0,1950.235671890703,3644.235671890703,7200.0
P050623-1,C062,B079,P050623,1694.0,1950.235671890703,3644.235671890703,10800.0
P050623-1,C061,B080,P050623,1694.0,1950.235671890703,3644.235671890703,inf
