task_id,gap_id,sample_idx,tau,state_id
R001955,G001213,15,1676.326,OS013149
R001955,G001213,16,1686.326,OS013149
R001955,G001213,17,1696.326,OS013149
R001955,G001213,18,1706.326,OS013149
R001955,G001213,19,1716.326,OS013149
R001955,G001213,20,1726.326,OS013149
R001955,G001213,21,1736.326,OS013149
R001955,G001213,22,1746.326,OS013149
R001955,G001213,23,1756.326,OS013149
R001955,G001213,24,1766.326,OS013149
R001955,G001213,25,1776.326,OS013149
R001955,G001213,26,1786.326,OS013149
R001955,G001213,27,1796.326,OS013149
R001955,G001213,28,1806.326,OS013149
R001955,G001213,29,1816.326,OS002785
R001955,G001213,30,1826.326,OS002786
R001955,G001213,31,1836.326,OS002787
R001955,G001213,32,1844.338,OS002788
R001955,G001213,33,1854.338,OS002789
R001955,G001213,34,1864.338,OS002790
R001955,G001213,35,1874.338,OS002791
R001955,G001213,36,1884.338,OS002792
R001955,G001213,37,1894.338,OS002793
R001955,G001213,38,1904.338,OS002794
R001956,G001214,0,792.646,OS000185
R001956,G001214,1,802.646,OS000186
R001956,G001214,2,812.646,OS000187
R001956,G001214,3,822.646,OS000188
R001956,G001214,4,832.646,OS000189
R001956,G001214,5,842.646,OS000190
R001956,G001214,6,852.646,OS000191
R001956,G001214,7,860.848,OS000192
R001956,G001214,8,870.848,OS000193
R001956,G001214,9,880.848,OS000194
R001956,G001214,10,890.848,OS000195
R001956,G001214,11,894.463,OS013149
R001956,G001214,12,904.463,OS013149
R001956,G001214,13,914.463,OS013149
R001956,G001214,14,924.463,OS013149
R001956,G001214,15,934.463,OS013149
R001956,G001214,16,944.463,OS013149
R001956,G001214,17,954.463,OS013149
R001956,G001214,18,964.463,OS013149
R001956,G001214,19,974.463,OS013149
R001956,G001214,20,984.463,OS013149
R001956,G001214,21,994.463,OS013149
R001956,G001214,22,1004.463,OS013149
R001956,G001214,23,1014.463,OS013149
R001956,G001214,24,1024.463,OS013149
R001956,G001214,25,1034.463,OS013149
R001956,G001214,26,1044.463,OS013149
R001956,G001214,27,1054.463,OS013149
R001956,G001214,28,1064.463,OS013149
R001956,G001214,29,1074.463,OS002883
R001956,G001214,30,1084.463,OS002884
R001956,G001214,31,1094.463,OS002885
R001956,G001214,32,1101.67,OS002886
R001956,G001214,33,1111.67,OS002887
R001956,G001214,34,1121.67,OS002888
R001956,G001214,35,1131.67,OS002889
R001956,G001214,36,1141.67,OS002890
R001956,G001214,37,1151.67,OS002891
R001956,G001214,38,1161.67,OS002892
R001958,G001215,0,792.646,OS000185
R001958,G001215,1,802.646,OS000186
R001958,G001215,2,812.646,OS000187
R001958,G001215,3,822.646,OS000188
R001958,G001215,4,832.646,OS000189
R001958,G001215,5,842.646,OS000190
R001958,G001215,6,852.646,OS000191
R001958,G001215,7,860.848,OS000192
R001958,G001215,8,870.848,OS000193
R001958,G001215,9,880.848,OS000194
R001958,G001215,10,890.848,OS000195
R001958,G001215,11,894.463,OS013149
R001958,G001215,12,904.463,OS013149
R001958,G001215,13,914.463,OS013149
R001958,G001215,14,924.463,OS013149
R001958,G001215,15,934.463,OS013149
R001958,G001215,16,944.463,OS013149
R001958,G001215,17,954.463,OS013149
R001958,G001215,18,964.463,OS013149
R001958,G001215,19,974.463,OS013149
R001958,G001215,20,984.463,OS013149
R001958,G001215,21,994.463,OS013149
R001958,G001215,22,1004.463,OS013149
R001958,G001215,23,1014.463,OS013149
R001958,G001215,24,1024.463,OS013149
R001958,G001215,25,1034.463,OS013149
R001958,G001215,26,1044.463,OS013149
R001958,G001215,27,1054.463,OS013149
R001958,G001215,28,1064.463,OS013149
R001958,G001215,29,1074.463,OS002883
R001958,G001215,30,1084.463,OS002884
R001958,G001215,31,1094.463,OS002885
R001958,G001215,32,1101.67,OS002886
R001958,G001215,33,1111.67,OS002887
R001958,G001215,34,1121.67,OS002888
R001958,G001215,35,1131.67,OS002889
R001958,G001215,36,1141.67,OS002890
R001958,G001215,37,1151.67,OS002891
R001958,G001215,38,1161.67,OS002892
R001959,G001216,0,1534.545,OS001826
R001959,G001216,1,1544.545,OS001827
R001959,G001216,2,1554.545,OS001828
R001959,G001216,3,1564.545,OS001829
R001959,G001216,4,1574.545,OS001830
R001959,G001216,5,1584.545,OS001831
R001959,G001216,6,1594.545,OS001832
R001959,G001216,7,1603.677,OS001833
R001959,G001216,8,1613.677,OS001834
R001959,G001216,9,1623.677,OS001835
R001959,G001216,10,1633.677,OS001836
R001959,G001216,11,1636.326,OS013149
R001959,G001216,12,1646.326,OS013149
R001959,G001216,13,1656.326,OS013149
R001959,G001216,14,1666.326,OS013149
R001959,G001216,15,1676.326,OS013149
R001959,G001216,16,1686.326,OS013149
R001959,G001216,17,1696.326,OS013149
R001959,G001216,18,1706.326,OS013149
R001959,G001216,19,1716.326,OS013149
R001959,G001216,20,1726.326,OS013149
R001959,G001216,21,1736.326,OS013149
R001959,G001216,22,1746.326,OS013149
R001959,G001216,23,1756.326,OS013149
R001959,G001216,24,1766.326,OS013149
R001959,G001216,25,1776.326,OS013149
R001959,G001216,26,1786.326,OS013149
R001959,G001216,27,1796.326,OS013149
R001959,G001216,28,1806.326,OS013149
R001959,G001216,29,1816.326,OS002785
R001959,G001216,30,1826.326,OS002786
R001959,G001216,31,1836.326,OS002787
R001959,G001216,32,1844.338,OS002788
R001959,G001216,33,1854.338,OS002789
R001959,G001216,34,1864.338,OS002790
R001959,G001216,35,1874.338,OS002791
R001959,G001216,36,1884.338,OS002792
R001959,G001216,37,1894.338,OS002793
R001959,G001216,38,1904.338,OS002794
R001960,G001217,0,792.646,OS000185
R001960,G001217,1,802.646,OS000186
R001960,G001217,2,812.646,OS000187
R001960,G001217,3,822.646,OS000188
R001960,G001217,4,832.646,OS000189
R001960,G001217,5,842.646,OS000190
R001960,G001217,6,852.646,OS000191
R001960,G001217,7,860.848,OS000192
R001960,G001217,8,870.848,OS000193
R001960,G001217,9,880.848,OS000194
R001960,G001217,10,890.848,OS000195
R001960,G001217,11,894.463,OS013149
R001960,G001217,12,904.463,OS013149
R001960,G001217,13,914.463,OS013149
R001960,G001217,14,924.463,OS013149
R001960,G001217,15,934.463,OS013149
R001960,G001217,16,944.463,OS013149
R001960,G001217,17,954.463,OS013149
R001960,G001217,18,964.463,OS013149
R001960,G001217,19,974.463,OS013149
R001960,G001217,20,984.463,OS013149
R001960,G001217,21,994.463,OS013149
R001960,G001217,22,1004.463,OS013149
R001960,G001217,23,1014.463,OS013149
R001960,G001217,24,1024.463,OS013149
R001960,G001217,25,1034.463,OS013149
R001960,G001217,26,1044.463,OS013149
R001960,G001217,27,1054.463,OS013149
R001960,G001217,28,1064.463,OS013149
R001960,G001217,29,1074.463,OS002883
R001960,G001217,30,1084.463,OS002884
R001960,G001217,31,1094.463,OS002885
R001960,G001217,32,1101.67,OS002886
R001960,G001217,33,1111.67,OS002887
R001960,G001217,34,1121.67,OS002888
R001960,G001217,35,1131.67,OS002889
R001960,G001217,36,1141.67,OS002890
R001960,G001217,37,1151.67,OS002891
R001960,G001217,38,1161.67,OS002892
R001961,G001218,0,1534.545,OS001826
R001961,G001218,1,1544.545,OS001827
R001961,G001218,2,1554.545,OS001828
R001961,G001218,3,1564.545,OS001829
R001961,G001218,4,1574.545,OS001830
R001961,G001218,5,1584.545,OS001831
R001961,G001218,6,1594.545,OS001832
R001961,G001218,7,1603.677,OS001833
R001961,G001218,8,1613.677,OS001834
R001961,G001218,9,1623.677,OS001835
R001961,G001218,10,1633.677,OS001836
R001961,G001218,11,1636.326,OS013149
R001961,G001218,12,1646.326,OS013149
R001961,G001218,13,1656.326,OS013149
R001961,G001218,14,1666.326,OS013149
R001961,G001218,15,1676.326,OS013149
R001961,G001218,16,1686.326,OS013149
R001961,G001218,17,1696.326,OS013149
R001961,G001218,18,1706.326,OS013149
R001961,G001218,19,1716.326,OS013149
R001961,G001218,20,1726.326,OS013149
R001961,G001218,21,1736.326,OS013149
R001961,G001218,22,1746.326,OS013149
R001961,G001218,23,1756.326,OS013149
R001961,G001218,24,1766.326,OS013149
R001961,G001218,25,1776.326,OS013149
R001961,G001218,26,1786.326,OS013149
R001961,G001218,27,1796.326,OS013149
R001961,G001218,28,1806.326,OS013149
R001961,G001218,29,1816.326,OS002785
R001961,G001218,30,1826.326,OS002786
R001961,G001218,31,1836.326,OS002787
R001961,G001218,32,1844.338,OS002788
R001961,G001218,33,1854.338,OS002789
R001961,G001218,34,1864.338,OS002790
R001961,G001218,35,1874.338,OS002791
R001961,G001218,36,1884.338,OS002792
R001961,G001218,37,1894.338,OS002793
R001961,G001218,38,1904.338,OS002794
R001962,G001219,0,792.646,OS000185
R001962,G001219,1,802.646,OS000186
R001962,G001219,2,812.646,OS000187
R001962,G001219,3,822.646,OS000188
R001962,G001219,4,832.646,OS000189
R001962,G001219,5,842.646,OS000190
R001962,G001219,6,852.646,OS000191
R001962,G001219,7,860.848,OS000192
R001962,G001219,8,870.848,OS000193
R001962,G001219,9,880.848,OS000194
R001962,G001219,10,890.848,OS000195
R001962,G001219,11,894.463,OS013149
R001962,G001219,12,904.463,OS013149
R001962,G001219,13,914.463,OS013149
R001962,G001219,14,924.463,OS013149
R001962,G001219,15,934.463,OS013149
R001962,G001219,16,944.463,OS013149
R001962,G001219,17,954.463,OS013149
R001962,G001219,18,964.463,OS013149
R001962,G001219,19,974.463,OS013149
R001962,G001219,20,984.463,OS013149
R001962,G001219,21,994.463,OS013149
R001962,G001219,22,1004.463,OS013149
R001962,G001219,23,1014.463,OS013149
R001962,G001219,24,1024.463,OS013149
R001962,G001219,25,1034.463,OS013149
R001962,G001219,26,1044.463,OS013149
R001962,G001219,27,1054.463,OS013149
R001962,G001219,28,1064.463,OS013149
R001962,G001219,29,1074.463,OS002883
R001962,G001219,30,1084.463,OS002884
R001962,G001219,31,1094.463,OS002885
R001962,G001219,32,1101.67,OS002886
R001962,G001219,33,1111.67,OS002887
R001962,G001219,34,1121.67,OS002888
R001962,G001219,35,1131.67,OS002889
R001962,G001219,36,1141.67,OS002890
R001962,G001219,37,1151.67,OS002891
R001962,G001219,38,1161.67,OS002892
R001963,G001220,0,1534.545,OS001826
R001963,G001220,1,1544.545,OS001827
R001963,G001220,2,1554.545,OS001828
R001963,G001220,3,1564.545,OS001829
R001963,G001220,4,1574.545,OS001830
R001963,G001220,5,1584.545,OS001831
R001963,G001220,6,1594.545,OS001832
R001963,G001220,7,1603.677,OS001833
R001963,G001220,8,1613.677,OS001834
R001963,G001220,9,1623.677,OS001835
R001963,G001220,10,1633.677,OS001836
R001963,G001220,11,1636.326,OS013149
R001963,G001220,12,1646.326,OS013149
R001963,G001220,13,1656.326,OS013149
R001963,G001220,14,1666.326,OS013149
R001963,G001220,15,1676.326,OS013149
R001963,G001220,16,1686.326,OS013149
R001963,G001220,17,1696.326,OS013149
R001963,G001220,18,1706.326,OS013149
R001963,G001220,19,1716.326,OS013149
R001963,G001220,20,1726.326,OS013149
R001963,G001220,21,1736.326,OS013149
R001963,G001220,22,1746.326,OS013149
R001963,G001220,23,1756.326,OS013149
R001963,G001220,24,1766.326,OS013149
R001963,G001220,25,1776.326,OS013149
R001963,G001220,26,1786.326,OS013149
R001963,G001220,27,1796.326,OS013149
R001963,G001220,28,1806.326,OS013149
R001963,G001220,29,1816.326,OS002785
R001963,G001220,30,1826.326,OS002786
R001963,G001220,31,1836.326,OS002787
R001963,G001220,32,1844.338,OS002788
R001963,G001220,33,1854.338,OS002789
R001963,G001220,34,1864.338,OS002790
R001963,G001220,35,1874.338,OS002791
R001963,G001220,36,1884.338,OS002792
R001963,G001220,37,1894.338,OS002793
R001963,G001220,38,1904.338,OS002794
R001964,G001221,0,792.646,OS000185
R001964,G001221,1,802.646,OS000186
R001964,G001221,2,812.646,OS000187
R001964,G001221,3,822.646,OS000188
R001964,G001221,4,832.646,OS000189
R001964,G001221,5,842.646,OS000190
R001964,G001221,6,852.646,OS000191
R001964,G001221,7,860.848,OS000192
R001964,G001221,8,870.848,OS000193
R001964,G001221,9,880.848,OS000194
R001964,G001221,10,890.848,OS000195
R001964,G001221,11,894.463,OS013149
R001964,G001221,12,904.463,OS013149
R001964,G001221,13,914.463,OS013149
R001964,G001221,14,924.463,OS013149
R001964,G001221,15,934.463,OS013149
R001964,G001221,16,944.463,OS013149
R001964,G001221,17,954.463,OS013149
R001964,G001221,18,964.463,OS013149
R001964,G001221,19,974.463,OS013149
R001964,G001221,20,984.463,OS013149
R001964,G001221,21,994.463,OS013149
R001964,G001221,22,1004.463,OS013149
R001964,G001221,23,1014.463,OS013149
R001964,G001221,24,1024.463,OS013149
R001964,G001221,25,1034.463,OS013149
R001964,G001221,26,1044.463,OS013149
R001964,G001221,27,1054.463,OS013149
R001964,G001221,28,1064.463,OS013149
R001964,G001221,29,1074.463,OS002883
R001964,G001221,30,1084.463,OS002884
R001964,G001221,31,1094.463,OS002885
R001964,G001221,32,1101.67,OS002886
R001964,G001221,33,1111.67,OS002887
R001964,G001221,34,1121.67,OS002888
R001964,G001221,35,1131.67,OS002889
R001964,G001221,36,1141.67,OS002890
R001964,G001221,37,1151.67,OS002891
R001964,G001221,38,1161.67,OS002892
R001965,G001222,0,1534.545,OS001826
R001965,G001222,1,1544.545,OS001827
R001965,G001222,2,1554.545,OS001828
R001965,G001222,3,1564.545,OS001829
R001965,G001222,4,1574.545,OS001830
R001965,G001222,5,1584.545,OS001831
R001965,G001222,6,1594.545,OS001832
R001965,G001222,7,1603.677,OS001833
R001965,G001222,8,1613.677,OS001834
R001965,G001222,9,1623.677,OS001835
R001965,G001222,10,1633.677,OS001836
R001965,G001222,11,1636.326,OS013149
R001965,G001222,12,1646.326,OS013149
R001965,G001222,13,1656.326,OS013149
R001965,G001222,14,1666.326,OS013149
R001965,G001222,15,1676.326,OS013149
R001965,G001222,16,1686.326,OS013149
R001965,G001222,17,1696.326,OS013149
R001965,G001222,18,1706.326,OS013149
R001965,G001222,19,1716.326,OS013149
R001965,G001222,20,1726.326,OS013149
R001965,G001222,21,1736.326,OS013149
R001965,G001222,22,1746.326,OS013149
R001965,G001222,23,1756.326,OS013149
R001965,G001222,24,1766.326,OS013149
R001965,G001222,25,1776.326,OS013149
R001965,G001222,26,1786.326,OS013149
R001965,G001222,27,1796.326,OS013149
R001965,G001222,28,1806.326,OS013149
R001965,G001222,29,1816.326,OS002785
R001965,G001222,30,1826.326,OS002786
R001965,G001222,31,1836.326,OS002787
R001965,G001222,32,1844.338,OS002788
R001965,G001222,33,1854.338,OS002789
R001965,G001222,34,1864.338,OS002790
R001965,G001222,35,1874.338,OS002791
R001965,G001222,36,1884.338,OS002792
R001965,G001222,37,1894.338,OS002793
R001965,G001222,38,1904.338,OS002794
R001966,G001223,0,792.646,OS000185
R001966,G001223,1,802.646,OS000186
R001966,G001223,2,812.646,OS000187
R001966,G001223,3,822.646,OS000188
R001966,G001223,4,832.646,OS000189
R001966,G001223,5,842.646,OS000190
R001966,G001223,6,852.646,OS000191
R001966,G001223,7,860.848,OS000192
R001966,G001223,8,870.848,OS000193
R001966,G001223,9,880.848,OS000194
R001966,G001223,10,890.848,OS000195
R001966,G001223,11,894.463,OS013149
R001966,G001223,12,904.463,OS013149
R001966,G001223,13,914.463,OS013149
R001966,G001223,14,924.463,OS013149
R001966,G001223,15,934.463,OS013149
R001966,G001223,16,944.463,OS013149
R001966,G001223,17,954.463,OS013149
R001966,G001223,18,964.463,OS013149
R001966,G001223,19,974.463,OS013149
R001966,G001223,20,984.463,OS013149
R001966,G001223,21,994.463,OS013149
R001966,G001223,22,1004.463,OS013149
R001966,G001223,23,1014.463,OS013149
R001966,G001223,24,1024.463,OS013149
R001966,G001223,25,1034.463,OS013149
R001966,G001223,26,1044.463,OS013149
R001966,G001223,27,1054.463,OS013149
R001966,G001223,28,1064.463,OS013149
R001966,G001223,29,1074.463,OS002883
R001966,G001223,30,1084.463,OS002884
R001966,G001223,31,1094.463,OS002885
R001966,G001223,32,1101.67,OS002886
R001966,G001223,33,1111.67,OS002887
R001966,G001223,34,1121.67,OS002888
R001966,G001223,35,1131.67,OS002889
R001966,G001223,36,1141.67,OS002890
R001966,G001223,37,1151.67,OS002891
R001966,G001223,38,1161.67,OS002892
R001968,G001224,0,792.646,OS000185
R001968,G001224,1,802.646,OS000186
R001968,G001224,2,812.646,OS000187
R001968,G001224,3,822.646,OS000188
R001968,G001224,4,832.646,OS000189
R001968,G001224,5,842.646,OS000190
R001968,G001224,6,852.646,OS000191
R001968,G001224,7,860.848,OS000192
R001968,G001224,8,870.848,OS000193
R001968,G001224,9,880.848,OS000194
R001968,G001224,10,890.848,OS000195
R001968,G001224,11,894.463,OS013149
R001968,G001224,12,904.463,OS013149
R001968,G001224,13,914.463,OS013149
R001968,G001224,14,924.463,OS013149
R001968,G001224,15,934.463,OS013149
R001968,G001224,16,944.463,OS013149
R001968,G001224,17,954.463,OS013149
R001968,G001224,18,964.463,OS013149
R001968,G001224,19,974.463,OS013149
R001968,G001224,20,984.463,OS013149
R001968,G001224,21,994.463,OS013149
R001968,G001224,22,1004.463,OS013149
R001968,G001224,23,1014.463,OS013149
R001968,G001224,24,1024.463,OS013149
R001968,G001224,25,1034.463,OS013149
R001968,G001224,26,1044.463,OS013149
R001968,G001224,27,1054.463,OS013149
R001968,G001224,28,1064.463,OS013149
R001968,G001224,29,1074.463,OS002883
R001968,G001224,30,1084.463,OS002884
R001968,G001224,31,1094.463,OS002885
R001968,G001224,32,1101.67,OS002886
R001968,G001224,33,1111.67,OS002887
R001968,G001224,34,1121.67,OS002888
R001968,G001224,35,1131.67,OS002889
R001968,G001224,36,1141.67,OS002890
R001968,G001224,37,1151.67,OS002891
R001968,G001224,38,1161.67,OS002892
R001969,G001225,0,1564.545,OS001826
R001969,G001225,1,1574.545,OS001827
R001969,G001225,2,1584.545,OS001828
R001969,G001225,3,1594.545,OS001829
R001969,G001225,4,1604.545,OS001830
R001969,G001225,5,1614.545,OS001831
R001969,G001225,6,1624.545,OS001832
R001969,G001225,7,1633.677,OS001833
R001969,G001225,8,1643.677,OS001834
R001969,G001225,9,1653.677,OS001835
R001969,G001225,10,1663.677,OS001836
R001969,G001225,11,1666.326,OS013149
R001969,G001225,12,1676.326,OS013149
R001969,G001225,13,1686.326,OS013149
R001969,G001225,14,1696.326,OS013149
R001969,G001225,15,1706.326,OS013149
R001969,G001225,16,1716.326,OS013149
R001969,G001225,17,1726.326,OS013149
R001969,G001225,18,1736.326,OS013149
R001969,G001225,19,1746.326,OS013149
R001969,G001225,20,1756.326,OS013149
R001969,G001225,21,1766.326,OS013149
R001969,G001225,22,1776.326,OS013149
R001969,G001225,23,1786.326,OS013149
R001969,G001225,24,1796.326,OS013149
R001969,G001225,25,1806.326,OS013149
R001969,G001225,26,1816.326,OS013149
R001969,G001225,27,1826.326,OS013149
R001969,G001225,28,1836.326,OS013149
R001969,G001225,29,1846.326,OS013149
R001969,G001225,30,1856.326,OS013149
R001969,G001225,31,1866.326,OS013149
R001969,G001225,32,1876.326,OS002785
R001969,G001225,33,1886.326,OS002786
R001969,G001225,34,1896.326,OS002787
R001969,G001225,35,1904.338,OS002788
R001969,G001225,36,1914.338,OS002789
R001969,G001225,37,1924.338,OS002790
R001969,G001225,38,1934.338,OS002791
R001969,G001225,39,1944.338,OS002792
R001969,G001225,40,1954.338,OS002793
R001969,G001225,41,1964.338,OS002794
R001970,G001226,0,822.646,OS000185
R001970,G001226,1,832.646,OS000186
R001970,G001226,2,842.646,OS000187
R001970,G001226,3,852.646,OS000188
R001970,G001226,4,862.646,OS000189
R001970,G001226,5,872.646,OS000190
R001970,G001226,6,882.646,OS000191
R001970,G001226,7,890.848,OS000192
R001970,G001226,8,900.848,OS000193
R001970,G001226,9,910.848,OS000194
R001970,G001226,10,920.848,OS000195
R001970,G001226,11,924.463,OS013149
R001970,G001226,12,934.463,OS013149
R001970,G001226,13,944.463,OS013149
R001970,G001226,14,954.463,OS013149
R001970,G001226,15,964.463,OS013149
R001970,G001226,16,974.463,OS013149
R001970,G001226,17,984.463,OS013149
R001970,G001226,18,994.463,OS013149
R001970,G001226,19,1004.463,OS013149
R001970,G001226,20,1014.463,OS013149
R001970,G001226,21,1024.463,OS013149
R001970,G001226,22,1034.463,OS013149
R001970,G001226,23,1044.463,OS013149
R001970,G001226,24,1054.463,OS013149
R001970,G001226,25,1064.463,OS013149
R001970,G001226,26,1074.463,OS013149
R001970,G001226,27,1084.463,OS013149
R001970,G001226,28,1094.463,OS013149
R001970,G001226,29,1104.463,OS013149
R001970,G001226,30,1114.463,OS013149
R001970,G001226,31,1124.463,OS013149
R001970,G001226,32,1134.463,OS002883
R001970,G001226,33,1144.463,OS002884
R001970,G001226,34,1154.463,OS002885
R001970,G001226,35,1161.67,OS002886
R001970,G001226,36,1171.67,OS002887
R001970,G001226,37,1181.67,OS002888
R001970,G001226,38,1191.67,OS002889
R001970,G001226,39,1201.67,OS002890
R001970,G001226,40,1211.67,OS002891
R001970,G001226,41,1221.67,OS002892
R001971,G001227,0,1564.545,OS001826
R001971,G001227,1,1574.545,OS001827
R001971,G001227,2,1584.545,OS001828
R001971,G001227,3,1594.545,OS001829
R001971,G001227,4,1604.545,OS001830
R001971,G001227,5,1614.545,OS001831
R001971,G001227,6,1624.545,OS001832
R001971,G001227,7,1633.677,OS001833
R001971,G001227,8,1643.677,OS001834
R001971,G001227,9,1653.677,OS001835
R001971,G001227,10,1663.677,OS001836
R001971,G001227,11,1666.326,OS013149
R001971,G001227,12,1676.326,OS013149
R001971,G001227,13,1686.326,OS013149
R001971,G001227,14,1696.326,OS013149
R001971,G001227,15,1706.326,OS013149
R001971,G001227,16,1716.326,OS013149
R001971,G001227,17,1726.326,OS013149
R001971,G001227,18,1736.326,OS013149
R001971,G001227,19,1746.326,OS013149
R001971,G001227,20,1756.326,OS013149
R001971,G001227,21,1766.326,OS013149
R001971,G001227,22,1776.326,OS013149
R001971,G001227,23,1786.326,OS013149
R001971,G001227,24,1796.326,OS013149
R001971,G001227,25,1806.326,OS013149
R001971,G001227,26,1816.326,OS013149
R001971,G001227,27,1826.326,OS013149
R001971,G001227,28,1836.326,OS013149
R001971,G001227,29,1846.326,OS013149
R001971,G001227,30,1856.326,OS013149
R001971,G001227,31,1866.326,OS013149
R001971,G001227,32,1876.326,OS002785
R001971,G001227,33,1886.326,OS002786
R001971,G001227,34,1896.326,OS002787
R001971,G001227,35,1904.338,OS002788
R001971,G001227,36,1914.338,OS002789
R001971,G001227,37,1924.338,OS002790
R001971,G001227,38,1934.338,OS002791
R001971,G001227,39,1944.338,OS002792
R001971,G001227,40,1954.338,OS002793
R001971,G001227,41,1964.338,OS002794
R001972,G001228,0,822.646,OS000185
R001972,G001228,1,832.646,OS000186
R001972,G001228,2,842.646,OS000187
R001972,G001228,3,852.646,OS000188
R001972,G001228,4,862.646,OS000189
R001972,G001228,5,872.646,OS000190
R001972,G001228,6,882.646,OS000191
R001972,G001228,7,890.848,OS000192
R001972,G001228,8,900.848,OS000193
R001972,G001228,9,910.848,OS000194
R001972,G001228,10,920.848,OS000195
R001972,G001228,11,924.463,OS013149
R001972,G001228,12,934.463,OS013149
R001972,G001228,13,944.463,OS013149
R001972,G001228,14,954.463,OS013149
R001972,G001228,15,964.463,OS013149
R001972,G001228,16,974.463,OS013149
R001972,G001228,17,984.463,OS013149
R001972,G001228,18,994.463,OS013149
R001972,G001228,19,1004.463,OS013149
R001972,G001228,20,1014.463,OS013149
R001972,G001228,21,1024.463,OS013149
R001972,G001228,22,1034.463,OS013149
R001972,G001228,23,1044.463,OS013149
R001972,G001228,24,1054.463,OS013149
R001972,G001228,25,1064.463,OS013149
R001972,G001228,26,1074.463,OS013149
R001972,G001228,27,1084.463,OS013149
R001972,G001228,28,1094.463,OS013149
R001972,G001228,29,1104.463,OS013149
R001972,G001228,30,1114.463,OS013149
R001972,G001228,31,1124.463,OS013149
R001972,G001228,32,1134.463,OS002883
R001972,G001228,33,1144.463,OS002884
R001972,G001228,34,1154.463,OS002885
R001972,G001228,35,1161.67,OS002886
R001972,G001228,36,1171.67,OS002887
R001972,G001228,37,1181.67,OS002888
R001972,G001228,38,1191.67,OS002889
R001972,G001228,39,1201.67,OS002890
R001972,G001228,40,1211.67,OS002891
R001972,G001228,41,1221.67,OS002892
R001973,G001229,0,1594.545,OS001826
R001973,G001229,1,1604.545,OS001827
R001973,G001229,2,1614.545,OS001828
R001973,G001229,3,1624.545,OS001829
R001973,G001229,4,1634.545,OS001830
R001973,G001229,5,1644.545,OS001831
R001973,G001229,6,1654.545,OS001832
R001973,G001229,7,1663.677,OS001833
R001973,G001229,8,1673.677,OS001834
R001973,G001229,9,1683.677,OS001835
R001973,G001229,10,1693.677,OS001836
R001973,G001229,11,1696.326,OS013149
R001973,G001229,12,1706.326,OS013149
R001973,G001229,13,1716.326,OS013149
R001973,G001229,14,1726.326,OS013149
R001973,G001229,15,1736.326,OS013149
R001973,G001229,16,1746.326,OS013149
R001973,G001229,17,1756.326,OS013149
R001973,G001229,18,1766.326,OS013149
R001973,G001229,19,1776.326,OS013149
R001973,G001229,20,1786.326,OS013149
R001973,G001229,21,1796.326,OS013149
R001973,G001229,22,1806.326,OS013149
R001973,G001229,23,1816.326,OS013149
R001973,G001229,24,1826.326,OS013149
R001973,G001229,25,1836.326,OS013149
R001973,G001229,26,1846.326,OS013149
R001973,G001229,27,1856.326,OS013149
R001973,G001229,28,1866.326,OS013149
R001973,G001229,29,1876.326,OS002785
R001973,G001229,30,1886.326,OS002786
R001973,G001229,31,1896.326,OS002787
R001973,G001229,32,1904.338,OS002788
R001973,G001229,33,1914.338,OS002789
R001973,G001229,34,1924.338,OS002790
R001973,G001229,35,1934.338,OS002791
R001973,G001229,36,1944.338,OS002792
R001973,G001229,37,1954.338,OS002793
R001973,G001229,38,1964.338,OS002794
R001974,G001230,0,822.646,OS000185
R001974,G001230,1,832.646,OS000186
R001974,G001230,2,842.646,OS000187
R001974,G001230,3,852.646,OS000188
R001974,G001230,4,862.646,OS000189
R001974,G001230,5,872.646,OS000190
R001974,G001230,6,882.646,OS000191
R001974,G001230,7,890.848,OS000192
R001974,G001230,8,900.848,OS000193
R001974,G001230,9,910.848,OS000194
R001974,G001230,10,920.848,OS000195
R001974,G001230,11,924.463,OS013149
R001974,G001230,12,934.463,OS013149
R001974,G001230,13,944.463,OS013149
R001974,G001230,14,954.463,OS013149
R001974,G001230,15,964.463,OS013149
R001974,G001230,16,974.463,OS013149
R001974,G001230,17,984.463,OS013149
R001974,G001230,18,994.463,OS013149
R001974,G001230,19,1004.463,OS013149
R001974,G001230,20,1014.463,OS013149
R001974,G001230,21,1024.463,OS013149
R001974,G001230,22,1034.463,OS013149
R001974,G001230,23,1044.463,OS013149
R001974,G001230,24,1054.463,OS013149
R001974,G001230,25,1064.463,OS013149
R001974,G001230,26,1074.463,OS013149
R001974,G001230,27,1084.463,OS013149
R001974,G001230,28,1094.463,OS013149
R001974,G001230,29,1104.463,OS002883
R001974,G001230,30,1114.463,OS002884
R001974,G001230,31,1124.463,OS002885
R001974,G001230,32,1131.67,OS002886
R001974,G001230,33,1141.67,OS002887
R001974,G001230,34,1151.67,OS002888
R001974,G001230,35,1161.67,OS002889
R001974,G001230,36,1171.67,OS002890
R001974,G001230,37,1181.67,OS002891
R001974,G001230,38,1191.67,OS002892
R001975,G001231,0,1594.545,OS001826
R001975,G001231,1,1604.545,OS001827
R001975,G001231,2,1614.545,OS001828
R001975,G001231,3,1624.545,OS001829
R001975,G001231,4,1634.545,OS001830
R001975,G001231,5,1644.545,OS001831
R001975,G001231,6,1654.545,OS001832
R001975,G001231,7,1663.677,OS001833
R001975,G001231,8,1673.677,OS001834
R001975,G001231,9,1683.677,OS001835
