state_id,uav_type,phase,origin,destination,local_tau,x,y,z,margin_db,terrain_blocked
OS000072,A,handover,O01,S003,839.11183,109.1688578,23.0402714,338.5,-5.277229687361327,1
OS000073,A,cruise,O01,S004,520.179722,109.23572793937332,23.05469704055587,398.2391662597656,-2.317452276751908,1
OS000074,A,cruise,O01,S004,530.179722,109.23584134028897,23.055771169406007,398.2391662597656,-2.5166773326683938,1
OS000075,A,cruise,O01,S004,540.179722,109.23595474120464,23.056845298256142,398.2391662597656,-2.711444933605435,1
OS000076,A,cruise,O01,S004,550.179722,109.23606814212029,23.05791942710628,398.2391662597656,-2.9019497699863734,1
OS000077,A,cruise,O01,S004,560.179722,109.23618154303595,23.058993555956416,398.2391662597656,-3.0883740746207167,1
OS000078,A,cruise,O01,S004,570.179722,109.2362949439516,23.06006768480655,398.2391662597656,-3.270888661299381,1
OS000079,A,cruise,O01,S004,580.179722,109.23640834486727,23.06114181365669,398.2391662597656,-3.4496538575662896,1
OS000080,A,cruise,O01,S004,590.179722,109.23652174578292,23.062215942506825,398.2391662597656,-3.6248203443209945,1
OS000081,A,cruise,O01,S004,600.179722,109.23663514669859,23.063290071356963,398.2391662597656,-3.796529913195272,1
OS000082,A,cruise,O01,S004,610.179722,109.23674854761424,23.0643642002071,398.2391662597656,-3.964916151139988,1
OS000083,A,cruise,O01,S004,620.179722,109.2368619485299,23.065438329057233,398.2391662597656,-4.130105060473852,1
OS000084,A,cruise,O01,S004,630.179722,109.23697534944556,23.066512457907372,398.2391662597656,-4.292215621525003,1
OS000085,A,cruise,O01,S004,640.179722,109.23708875036122,23.067586586757507,398.2391662597656,-4.451360304130503,1
OS000086,A,cruise,O01,S004,650.179722,109.23720215127688,23.068660715607646,398.2391662597656,-4.607645533462801,1
OS000087,A,cruise,O01,S004,660.179722,109.23731555219254,23.06973484445778,398.2391662597656,-4.761172114978763,1
OS000088,A,cruise,O01,S004,670.179722,109.23742895310819,23.07080897330792,398.2391662597656,-4.912035622725995,1
OS000089,A,cruise,O01,S004,680.179722,109.23754235402384,23.071883102158054,398.2391662597656,-5.060326754714396,1
OS000090,A,cruise,O01,S004,690.179722,109.23765575493951,23.07295723100819,398.2391662597656,-5.20613165866169,1
OS000091,A,cruise,O01,S004,700.179722,109.23776915585516,23.074031359858328,398.2391662597656,-5.349532231010173,1
OS000092,A,cruise,O01,S004,710.179722,109.23788255677083,23.075105488708463,398.2391662597656,-5.490606391808711,1
OS000093,A,cruise,O01,S004,720.179722,109.23799595768648,23.0761796175586,398.2391662597656,-5.629428337757574,1
OS000094,A,cruise,O01,S004,730.179722,109.23810935860214,23.077253746408736,398.2391662597656,-5.766068775457612,1
OS000095,A,cruise,O01,S004,735.650701,109.2381714,23.0778414,398.2391662597656,-5.839925593266557,1
OS000096,A,cruise,O01,S004,745.650701,109.2381714,23.0778414,373.2391662597656,-5.839064845911508,1
OS000097,A,cruise,O01,S004,755.650701,109.2381714,23.0778414,348.2391662597656,-5.838294353630303,1
OS000098,A,cruise,O01,S004,765.650701,109.2381714,23.0778414,323.2391662597656,-5.8376141644966,1
OS000099,A,cruise,O01,S004,775.650701,109.2381714,23.0778414,298.2391662597656,-5.8370243209662505,1
OS000100,A,cruise,O01,S004,785.650701,109.2381714,23.0778414,273.2391662597656,-5.836524859868547,1
OS000101,A,cruise,O01,S004,795.650701,109.2381714,23.0778414,248.2391662597656,-5.836115812398475,1
OS000102,A,handover,O01,S004,803.626367,109.2381714,23.0778414,228.3,-5.835854399120336,1
OS000103,A,cruise,O01,S005,456.236963,109.22859962094378,23.050546690795993,326.410888671875,-1.465470502573794,1
OS000104,A,cruise,O01,S005,466.236963,109.22854187532695,23.051624567483067,326.410888671875,-1.6850658673690617,1
OS000105,A,cruise,O01,S005,476.236963,109.22848412971014,23.052702444170144,326.410888671875,-1.8992534007062574,1
OS000106,A,cruise,O01,S005,486.236963,109.22842638409331,23.05378032085722,326.410888671875,-2.1082927272501877,1
OS000107,A,cruise,O01,S005,496.236963,109.22836863847648,23.0548581975443,326.410888671875,-2.312425235308055,1
OS000108,A,cruise,O01,S005,506.236963,109.22831089285965,23.055936074231376,326.410888671875,-2.5118757437583383,1
OS000109,A,cruise,O01,S005,508.071364,109.2283003,23.0561338,326.410888671875,-2.547971547580076,1
OS000110,A,cruise,O01,S005,518.071364,109.2283003,23.0561338,301.410888671875,-2.546688912109204,1
OS000111,A,cruise,O01,S005,528.071364,109.2283003,23.0561338,276.410888671875,-2.545598901830374,1
OS000112,A,cruise,O01,S005,538.071364,109.2283003,23.0561338,251.410888671875,-2.5447016619012715,1
OS000113,A,cruise,O01,S005,548.071364,109.2283003,23.0561338,226.410888671875,-2.5439973118719905,1
OS000114,A,cruise,O01,S005,558.071364,109.2283003,23.0561338,201.410888671875,-2.543485945631957,1
OS000115,A,handover,O01,S005,560.635719,109.2283003,23.0561338,195.0,-2.543385911172649,1
OS000116,A,cruise,O01,S007,458.091058,109.19763268343851,23.02677224667484,511.9731750488281,-0.04478547856615478,1
OS000117,A,cruise,O01,S007,468.091058,109.19662604657302,23.027325663240745,511.9731750488281,-0.30195944611696746,1
OS000118,A,cruise,O01,S007,478.091058,109.19561940970752,23.027879079806652,511.9731750488281,-0.5517939785184183,1
OS000119,A,cruise,O01,S007,488.091058,109.19461277284202,23.028432496372556,511.9731750488281,-0.7946933204842423,1
OS000120,A,cruise,O01,S007,498.091058,109.19360613597652,23.02898591293846,511.9731750488281,-1.0310294518948524,1
OS000121,A,cruise,O01,S007,505.909528,109.1928191,23.0294186,511.9731750488281,-1.2114589415920705,1
OS000122,A,cruise,O01,S007,515.909528,109.1928191,23.0294186,486.9731750488281,-1.2077650996981788,1
OS000123,A,cruise,O01,S007,525.909528,109.1928191,23.0294186,461.9731750488281,-1.2043309566403053,1
OS000124,A,cruise,O01,S007,535.909528,109.1928191,23.0294186,436.9731750488281,-1.2011571313442744,1
OS000125,A,cruise,O01,S007,545.909528,109.1928191,23.0294186,411.9731750488281,-1.1982441968366544,1
OS000126,A,cruise,O01,S007,555.909528,109.1928191,23.0294186,386.9731750488281,-1.1955926799020915,1
OS000127,A,cruise,O01,S007,565.909528,109.1928191,23.0294186,361.9731750488281,-1.1932030607673312,1
OS000128,A,handover,O01,S007,571.298798,109.1928191,23.0294186,348.5,-1.1920239894888027,1
OS000129,A,cruise,O01,S008,451.736444,109.22093933094742,23.04738359456202,372.9093322753906,-1.0130973707485253,1
OS000130,A,cruise,O01,S008,461.736444,109.22067142908112,23.048434245766398,372.9093322753906,-1.2441541727719425,1
OS000131,A,cruise,O01,S008,471.736444,109.22040352721484,23.049484896970778,372.9093322753906,-1.4692376191430867,1
OS000132,A,cruise,O01,S008,481.736444,109.22013562534855,23.05053554817516,372.9093322753906,-1.68864810526523,1
OS000133,A,cruise,O01,S008,491.736444,109.21986772348227,23.051586199379535,372.9093322753906,-1.9026639696916163,1
OS000134,A,cruise,O01,S008,501.736444,109.21959982161597,23.052636850583916,372.9093322753906,-2.1115435975688968,1
OS000135,A,cruise,O01,S008,511.736444,109.21933191974969,23.053687501788293,372.9093322753906,-2.3155272796568056,1
OS000136,A,cruise,O01,S008,521.736444,109.21906401788341,23.054738152992673,372.9093322753906,-2.514838860196477,1
OS000137,A,cruise,O01,S008,531.736444,109.21879611601712,23.055788804197054,372.9093322753906,-2.709687201687018,1
OS000138,A,cruise,O01,S008,541.736444,109.21852821415084,23.05683945540143,372.9093322753906,-2.900267490425648,1
OS000139,A,cruise,O01,S008,551.736444,109.21826031228454,23.05789010660581,372.9093322753906,-3.086762403107784,1
OS000140,A,cruise,O01,S008,561.736444,109.21799241041826,23.058940757810188,372.9093322753906,-3.269343151815235,1
OS000141,A,cruise,O01,S008,571.736444,109.21772450855197,23.059991409014568,372.9093322753906,-3.4481704223007483,1
OS000142,A,cruise,O01,S008,581.736444,109.21745660668569,23.06104206021895,372.9093322753906,-3.6233952183269906,1
OS000143,A,cruise,O01,S008,591.736444,109.2171887048194,23.062092711423325,372.9093322753906,-3.7951596231444427,1
OS000144,A,cruise,O01,S008,601.736444,109.21692080295311,23.063143362627706,372.9093322753906,-3.9635974876435967,1
OS000145,A,cruise,O01,S008,611.736444,109.21665290108683,23.064194013832083,372.9093322753906,-4.128835053485346,1
OS000146,A,cruise,O01,S008,621.736444,109.21638499922054,23.065244665036463,372.9093322753906,-4.290991518451207,1
OS000147,A,cruise,O01,S008,631.736444,109.21611709735426,23.066295316240844,372.9093322753906,-4.450179550294479,1
OS000148,A,cruise,O01,S008,641.736444,109.21584919548798,23.06734596744522,372.9093322753906,-4.606505754637368,1
OS000149,A,cruise,O01,S008,651.736444,109.21558129362168,23.0683966186496,372.9093322753906,-4.76007110173957,1
OS000150,A,cruise,O01,S008,661.736444,109.2153133917554,23.069447269853978,372.9093322753906,-4.910971316396456,1
OS000151,A,cruise,O01,S008,671.736444,109.2150454898891,23.070497921058358,372.9093322753906,-5.059297234734828,1
OS000152,A,cruise,O01,S008,681.736444,109.21477758802283,23.07154857226274,372.9093322753906,-5.205135131197437,1
OS000153,A,cruise,O01,S008,691.736444,109.21450968615653,23.072599223467115,372.9093322753906,-5.348567018674558,1
OS000154,A,cruise,O01,S008,701.736444,109.21424178429025,23.073649874671496,372.9093322753906,-5.48967092436817,1
OS000155,A,cruise,O01,S008,711.736444,109.21397388242397,23.074700525875873,372.9093322753906,-5.628521143711225,1
OS000156,A,cruise,O01,S008,721.736444,109.21370598055768,23.075751177080253,372.9093322753906,-5.765188474402123,1
OS000157,A,cruise,O01,S008,731.736444,109.2134380786914,23.07680182828463,372.9093322753906,-5.899740432387006,1
OS000158,A,cruise,O01,S008,741.736444,109.2131701768251,23.07785247948901,372.9093322753906,-6.032241451443866,1
OS000159,A,cruise,O01,S008,751.736444,109.21290227495882,23.07890313069339,372.9093322753906,-6.1627530678261735,1
OS000160,A,cruise,O01,S008,757.524943,109.2127472,23.0795113,372.9093322753906,-6.237413833707706,1
OS000161,A,cruise,O01,S008,767.524943,109.2127472,23.0795113,347.9093322753906,-6.236711963104511,1
OS000162,A,cruise,O01,S008,777.524943,109.2127472,23.0795113,322.9093322753906,-6.236092490020866,1
OS000163,A,cruise,O01,S008,787.524943,109.2127472,23.0795113,297.9093322753906,-6.235555449735898,1
OS000164,A,cruise,O01,S008,797.524943,109.2127472,23.0795113,272.9093322753906,-6.2351008728436454,1
OS000165,A,handover,O01,S008,798.328676,109.2127472,23.0795113,270.9,-6.2350679180935344,1
OS000166,A,cruise,O01,S009,385.176304,109.24696850070488,23.040887034161727,293.2289123535156,-0.014070396142273012,1
OS000167,A,cruise,O01,S009,395.176304,109.24745688860503,23.04186817156057,293.2289123535156,-0.27302496768086826,1
OS000168,A,cruise,O01,S009,405.176304,109.24794527650518,23.042849308959408,293.2289123535156,-0.524491199601556,1
OS000169,A,cruise,O01,S009,415.176304,109.24843366440533,23.04383044635825,293.2289123535156,-0.7688895347502722,1
OS000170,A,cruise,O01,S009,425.176304,109.24892205230547,23.044811583757088,293.2289123535156,-1.0066060097021818,1
OS000171,A,cruise,O01,S009,435.176304,109.24941044020562,23.04579272115593,293.2289123535156,-1.237995905511923,1
OS000172,A,cruise,O01,S009,445.176304,109.24989882810577,23.04677385855477,293.2289123535156,-1.4633869272047377,1
OS000173,A,cruise,O01,S009,455.176304,109.2503872160059,23.04775499595361,293.2289123535156,-1.6830819831286306,1
OS000174,A,cruise,O01,S009,465.176304,109.25087560390605,23.04873613335245,293.2289123535156,-1.8973616230472032,1
OS000175,A,cruise,O01,S009,475.176304,109.2513639918062,23.04971727075129,293.2289123535156,-2.106486184010592,1
OS000176,A,cruise,O01,S009,485.176304,109.25185237970635,23.05069840815013,293.2289123535156,-2.3106976850175016,1
OS000177,A,cruise,O01,S009,495.176304,109.2523407676065,23.05167954554897,293.2289123535156,-2.5102215049339804,1
OS000178,A,cruise,O01,S009,505.176304,109.25282915550665,23.05266068294781,293.2289123535156,-2.705267872716135,1
OS000179,A,cruise,O01,S009,515.176304,109.2533175434068,23.05364182034665,293.2289123535156,-2.896033194585044,1
OS000180,A,cruise,O01,S009,525.176304,109.25380593130694,23.05462295774549,293.2289123535156,-3.0827012390711985,1
OS000181,A,cruise,O01,S009,532.065678,109.2541424,23.0552989,293.2289123535156,-3.209010330240588,1
OS000182,A,cruise,O01,S009,542.065678,109.2541424,23.0552989,268.2289123535156,-3.2081287418041597,1
OS000183,A,cruise,O01,S009,552.065678,109.2541424,23.0552989,243.22891235351562,-3.207412697770849,1
OS000184,A,handover,O01,S009,557.357243,109.2541424,23.0552989,230.0,-3.207100803332253,1
OS000185,A,cruise,O01,S010,432.645512,109.26828108003315,23.01753545919622,435.63653564453125,-0.031084816467313203,1
OS000186,A,cruise,O01,S010,442.645512,109.26941530367053,23.017808973111258,435.63653564453125,-0.2890521977738558,1
OS000187,A,cruise,O01,S010,452.645512,109.27054952730789,23.018082487026295,435.63653564453125,-0.5396140763324837,1
OS000188,A,cruise,O01,S010,462.645512,109.27168375094526,23.01835600094133,435.63653564453125,-0.7831818633006975,1
OS000189,A,cruise,O01,S010,472.645512,109.27281797458262,23.018629514856368,435.63653564453125,-1.0201337607146286,1
OS000190,A,cruise,O01,S010,482.645512,109.27395219822,23.018903028771405,435.63653564453125,-1.2508182268977919,1
OS000191,A,cruise,O01,S010,492.645512,109.27508642185737,23.01917654268644,435.63653564453125,-1.4755570032158687,1
OS000192,A,cruise,O01,S010,500.848287,109.2760168,23.0194009,435.63653564453125,-1.6556759388739977,1
OS000193,A,cruise,O01,S010,510.848287,109.2760168,23.0194009,410.63653564453125,-1.6530652129464443,1
OS000194,A,cruise,O01,S010,520.848287,109.2760168,23.0194009,385.63653564453125,-1.6506900866057492,1
OS000195,A,cruise,O01,S010,530.848287,109.2760168,23.0194009,360.63653564453125,-1.6485509474129003,1
OS000196,A,handover,O01,S010,534.462901,109.2760168,23.0194009,351.6,-1.6478358664811878,1
OS000197,A,cruise,O01,S012,425.200332,109.25883660741434,23.03310655507941,413.3009948730469,-0.027979913424957203,1
OS000198,A,cruise,O01,S012,435.200332,109.25968463491174,23.033851920384848,413.3009948730469,-0.28613964521809976,1
OS000199,A,cruise,O01,S012,445.200332,109.26053266240915,23.034597285690285,413.3009948730469,-0.5368773559174826,1
OS000200,A,cruise,O01,S012,455.200332,109.26138068990655,23.03534265099572,413.3009948730469,-0.7806062535809417,1
OS000201,A,cruise,O01,S012,465.200332,109.26222871740396,23.036088016301157,413.3009948730469,-1.0177060996007157,1
OS000202,A,cruise,O01,S012,475.200332,109.26307674490135,23.036833381606595,413.3009948730469,-1.2485267107586395,1
OS000203,A,cruise,O01,S012,485.200332,109.26392477239875,23.03757874691203,413.3009948730469,-1.4733910162441362,1
OS000204,A,cruise,O01,S012,495.200332,109.26477279989616,23.038324112217467,413.3009948730469,-1.6925977355492847,1
OS000205,A,cruise,O01,S012,505.200332,109.26562082739356,23.039069477522904,413.3009948730469,-1.9064237321116764,1
OS000206,A,cruise,O01,S012,515.200332,109.26646885489097,23.039814842828342,413.3009948730469,-2.115126088597549,1
OS000207,A,cruise,O01,S012,525.200332,109.26731688238837,23.040560208133776,413.3009948730469,-2.318943942241191,1
OS000208,A,cruise,O01,S012,535.200332,109.26816490988578,23.041305573439214,413.3009948730469,-2.518100112753146,1
OS000209,A,cruise,O01,S012,545.200332,109.26901293738318,23.04205093874465,413.3009948730469,-2.712802550164838,1
OS000210,A,cruise,O01,S012,555.200332,109.26986096488059,23.04279630405009,413.3009948730469,-2.903245626001194,1
OS000211,A,cruise,O01,S012,565.200332,109.27070899237799,23.043541669355523,413.3009948730469,-3.0896112875796717,1
OS000212,A,cruise,O01,S012,575.200332,109.27155701987539,23.04428703466096,413.3009948730469,-3.2720700925074766,1
OS000213,A,cruise,O01,S012,585.200332,109.2724050473728,23.0450323999664,413.3009948730469,-3.4507821379087176,1
OS000214,A,cruise,O01,S012,595.200332,109.2732530748702,23.045777765271833,413.3009948730469,-3.625897896983574,1
OS000215,A,cruise,O01,S012,605.200332,109.27410110236761,23.04652313057727,413.3009948730469,-3.7975589737515776,1
OS000216,A,cruise,O01,S012,615.200332,109.274949129865,23.047268495882708,413.3009948730469,-3.9658987853504186,1
OS000217,A,cruise,O01,S012,625.200332,109.27579715736242,23.048013861188146,413.3009948730469,-4.131043180100363,1
OS000218,A,cruise,O01,S012,635.200332,109.27664518485982,23.04875922649358,413.3009948730469,-4.293110998406007,1
OS000219,A,cruise,O01,S012,645.200332,109.27749321235723,23.049504591799018,413.3009948730469,-4.452214582749747,1
OS000220,A,cruise,O01,S012,655.200332,109.27834123985463,23.050249957104455,413.3009948730469,-4.608460242176832,1
OS000221,A,cruise,O01,S012,665.200332,109.27918926735204,23.050995322409893,413.3009948730469,-4.7619486760889345,1
OS000222,A,cruise,O01,S012,675.200332,109.28003729484944,23.051740687715327,413.3009948730469,-4.912775361508793,1
OS000223,A,cruise,O01,S012,685.200332,109.28088532234683,23.052486053020765,413.3009948730469,-5.061030907556727,1
OS000224,A,cruise,O01,S012,695.200332,109.28173334984425,23.053231418326202,413.3009948730469,-5.2068013803848885,1
OS000225,A,cruise,O01,S012,705.200332,109.28258137734164,23.053976783631636,413.3009948730469,-5.350168601478586,1
OS000226,A,cruise,O01,S012,711.736943,109.2831357,23.054464,413.3009948730469,-5.4426206856221455,1
OS000227,A,cruise,O01,S012,721.736943,109.2831357,23.054464,388.3009948730469,-5.441617783092113,1
OS000228,A,cruise,O01,S012,731.736943,109.2831357,23.054464,363.3009948730469,-5.4407137436025295,1
OS000229,A,cruise,O01,S012,741.736943,109.2831357,23.054464,338.3009948730469,-5.439908628949993,1
OS000230,A,cruise,O01,S012,751.736943,109.2831357,23.054464,313.3009948730469,-5.439202494194262,1
OS000231,A,cruise,O01,S012,761.736943,109.2831357,23.054464,288.3009948730469,-5.438595387645677,1
OS000232,A,handover,O01,S012,765.137341,109.2831357,23.054464,279.8,-5.438411516777748,1
OS000233,A,cruise,O01,S013,420.493941,109.26395490332935,23.026949833784304,399.18182373046875,-0.02570538435067249,1
OS000234,A,cruise,O01,S013,430.493941,109.26495803070296,23.027508631777767,399.18182373046875,-0.2839806506004692,1
OS000235,A,cruise,O01,S013,440.493941,109.26596115807658,23.02806742977123,399.18182373046875,-0.5348241333617381,1
OS000236,A,cruise,O01,S013,450.493941,109.2669642854502,23.028626227764697,399.18182373046875,-0.7786501036317048,1
OS000237,A,cruise,O01,S013,460.493941,109.26796741282381,23.02918502575816,399.18182373046875,-1.015839245065436,1
OS000238,A,cruise,O01,S013,470.493941,109.26897054019743,23.029743823751623,399.18182373046875,-1.2467421777941752,1
OS000239,A,cruise,O01,S013,480.493941,109.26997366757104,23.030302621745086,399.18182373046875,-1.4716825333334214,1
OS000240,A,cruise,O01,S013,490.493941,109.27097679494466,23.03086141973855,399.18182373046875,-1.6909596473524715,1
OS000241,A,cruise,O01,S013,494.5523,109.2713839,23.0310882,399.18182373046875,-1.7783987710747056,1
OS000242,A,cruise,O01,S013,504.5523,109.2713839,23.0310882,374.18182373046875,-1.7761967985945262,1
OS000243,A,handover,O01,S013,513.545029,109.2713839,23.0310882,351.7,-1.7744125199274947,1
OS000244,A,cruise,O01,S014,484.749129,109.26945330650412,23.006094525639593,591.9473876953125,-0.06241624330462514,1
OS000245,A,cruise,O01,S014,494.749129,109.27062305215576,23.00602134459837,591.9473876953125,-0.318588505417992,1
OS000246,A,cruise,O01,S014,504.749129,109.2717927978074,23.005948163557143,591.9473876953125,-0.567506194496417,1
OS000247,A,cruise,O01,S014,514.749129,109.27296254345903,23.00587498251592,591.9473876953125,-0.8095643981621805,1
