task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order,flight_release_s,battery_release_s
P002862-1,U06,B,BAT_B02,0.0,1494.5713591276815,1494.5713591276815,1.6342227468353867,1494.5713591276815,2869.4012160896827,1374.829856962001,1,2,S010,1495,2870
P004503-1,U06,B,BAT_B04,1495.0,3642.8211581653945,2147.8211581653945,2.9194664027544963,3642.8211581653945,5574.589932692343,1931.7687745269484,2,3,S011>S002,3643,5575
P002865-1,U06,B,BAT_B02,3643.0,4712.630285736439,1069.630285736439,0.939198352395516,4712.630285736439,5786.28290510783,1073.6526193713903,1,1,S011,4713,5787
P002777-1,U06,B,BAT_B04,5575.0,7500.77100954792,1925.7710095479192,2.4144453620331974,7500.77100954792,9213.697333095639,1712.9263235477188,1,2,S004,7501,9214
P002803-1,U06,B,BAT_B01,7501.0,8647.580686312236,1146.5806863122368,1.0036601089341075,8647.580686312236,9749.166733517017,1101.58604720478,1,1,S006,8648,9750
P007706-1,U07,C,BAT_C01,0.0,1429.4261775174657,1429.4261775174657,2.2882164448140943,1429.4261775174657,2882.4847979879496,1453.058620470484,1,5,S001,1430,2883
P013592-1,U07,C,BAT_C03,1430.0,3793.312759084484,2363.312759084484,4.803712115082733,3793.312759084484,5927.6514569193905,2134.3386978349067,2,2,S003>S007,3794,5928
P007757-1,U07,C,BAT_C02,4205.0,6378.184064967842,2173.184064967841,5.798226948546756,6378.184064967842,8781.870530199256,2403.6864652314134,1,4,S004,6379,8782
P007913-1,U07,C,BAT_C03,6379.0,8214.806077614008,1835.806077614008,3.946826483125973,8214.806077614008,10117.071583460625,1902.2655058466175,1,1,S015,8215,10118
P007886-1,U07,C,BAT_C02,8782.0,9929.450870860137,1147.450870860137,1.8201036944651492,9929.450870860137,11255.728954777782,1326.2780839176446,1,1,S011,9930,11256
P007778-1,U07,C,BAT_C03,10118.0,11668.044640635813,1550.0446406358128,3.372868493061052,11668.044640635813,13414.86319083985,1746.818550204035,1,1,S005,11669,13415
P007727-1,U08,C,BAT_C02,0.0,1979.0067572452497,1979.0067572452497,5.139019529020874,1979.0067572452497,4204.157879688403,2225.1511224431533,1,4,S002,1980,4205
P007696-1,U08,C,BAT_C04,1980.0,3541.4261775174655,1561.4261775174657,3.090883452223125,3541.4261775174655,5211.873779161228,1670.447601643763,1,7,S001,3542,5212
P007855-1,U08,C,BAT_C01,3542.0,5613.7583959173335,2071.758395917333,5.421397281583459,5613.7583959173335,7915.386826346186,2301.6284304288533,1,3,S008,5614,7916
P007746-1,U08,C,BAT_C04,5614.0,7917.809520857649,2303.8095208576483,5.158598782521279,7917.809520857649,10148.263357790496,2230.4538369328466,1,4,S003,7918,10149
P007781-1,U08,C,BAT_C01,7918.0,9666.044640635813,1748.0446406358128,3.9790991063996657,9666.044640635813,11577.050648619057,1911.0060079832429,1,4,S005,9667,11578
