pattern_id,uav_type,n_stops,visit_order,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,has_hard_deadline,latest_start_s,direct_time_s,outage_time_s,outage_ratio,gap_count,max_gap_s,min_margin_db,needs_relay
P000017,A,1,S001,2,11.0,0.04,1.2051640182931591,1252.470877312685,0.7321857737126313,True,2690.641228010324,1252.470877312685,0.0,0.0,0,0.0,2.2144147110676613,0
P000018,A,1,S001,2,6.0,0.024,1.1815093765129427,1252.470877312685,0.7374423607749017,True,2690.641228010324,1252.470877312685,0.0,0.0,0,0.0,2.2144147110676613,0
P000019,A,1,S001,3,20.0,0.051,1.2680232749127218,1312.470877312685,0.7182170500193952,True,2630.641228010324,1312.470877312685,0.0,0.0,0,0.0,2.2144147110676613,0
P000020,A,1,S001,3,20.0,0.051,1.2680232749127218,1312.470877312685,0.7182170500193952,True,2630.641228010324,1312.470877312685,0.0,0.0,0,0.0,2.2144147110676613,0
P000021,A,1,S001,3,12.0,0.059,1.2108193760785582,1312.470877312685,0.7309290275380982,True,2630.641228010324,1312.470877312685,0.0,0.0,0,0.0,2.2144147110676613,0
P000022,A,1,S001,3,14.0,0.052,1.22307515767693,1312.470877312685,0.7282055205162379,True,2630.641228010324,1312.470877312685,0.0,0.0,0,0.0,2.2144147110676613,0
P000023,A,1,S002,1,14.0,0.027,2.8804520955606967,1947.7309474720896,0.3598995343198452,False,inf,1112.525473736045,835.2054737360448,0.4288094692031446,1,835.2054737360448,-5.48219992618948,1
P000024,A,1,S002,1,14.0,0.027,2.8804520955606967,1947.7309474720896,0.3598995343198452,True,2374.194526263955,1112.525473736045,835.2054737360448,0.4288094692031446,1,835.2054737360448,-5.48219992618948,1
P000025,A,1,S002,1,6.0,0.035,2.784760777273276,1947.7309474720896,0.3811642717170498,False,inf,1112.525473736045,835.2054737360448,0.4288094692031446,1,835.2054737360448,-5.48219992618948,1
P000026,A,1,S002,1,8.0,0.028,2.8041769787962227,1947.7309474720896,0.376849560267506,False,inf,1112.525473736045,835.2054737360448,0.4288094692031446,1,835.2054737360448,-5.48219992618948,1
P000027,A,1,S002,2,22.0,0.055,3.0281685265506377,2007.7309474720896,0.327073660766525,False,inf,1142.525473736045,865.2054737360448,0.4309369613619867,1,865.2054737360448,-5.48219992618948,1
P000028,A,1,S002,2,22.0,0.055,3.0281685265506377,2007.7309474720896,0.327073660766525,True,2314.194526263955,1142.525473736045,865.2054737360448,0.4309369613619867,1,865.2054737360448,-5.48219992618948,1
P000029,A,1,S002,2,16.0,0.056,2.9120729211892558,2007.7309474720896,0.3528726841801655,False,inf,1142.525473736045,865.2054737360448,0.4309369613619867,1,865.2054737360448,-5.48219992618948,1
P000030,A,1,S002,1,3.0,0.012,2.761693616757608,1947.7309474720896,0.3862903073871983,True,2374.194526263955,1112.525473736045,835.2054737360448,0.4288094692031446,1,835.2054737360448,-5.48219992618948,1
P000031,A,1,S002,2,17.0,0.039,2.9291301949638244,2007.7309474720896,0.3490821788969279,True,2314.194526263955,1142.525473736045,865.2054737360448,0.4309369613619867,1,865.2054737360448,-5.48219992618948,1
P000032,A,1,S002,2,17.0,0.039,2.9291301949638244,2007.7309474720896,0.3490821788969279,True,2314.194526263955,1142.525473736045,865.2054737360448,0.4309369613619867,1,865.2054737360448,-5.48219992618948,1
P000033,A,1,S002,2,9.0,0.047,2.8150165943872065,2007.7309474720896,0.3744407568028429,True,2314.194526263955,1142.525473736045,865.2054737360448,0.4309369613619867,1,865.2054737360448,-5.48219992618948,1
P000034,A,1,S002,2,11.0,0.04,2.8389272848085563,2007.7309474720896,0.3691272700425431,True,2314.194526263955,1142.525473736045,865.2054737360448,0.4309369613619867,1,865.2054737360448,-5.48219992618948,1
P000035,A,1,S003,1,14.0,0.027,2.9307167339043163,2202.276992828245,0.3487296146879297,False,inf,1303.4318297474556,898.8451630807893,0.4081435559686156,1,898.8451630807893,-5.288334514260441,1
P000036,A,1,S003,1,14.0,0.027,2.9307167339043163,2202.276992828245,0.3487296146879297,True,5850.888170252544,1303.4318297474556,898.8451630807893,0.4081435559686156,1,898.8451630807893,-5.288334514260441,1
P000037,A,1,S003,1,6.0,0.035,2.8294830790518493,2202.276992828245,0.3712259824329224,False,inf,1303.4318297474556,898.8451630807893,0.4081435559686156,1,898.8451630807893,-5.288334514260441,1
P000038,A,1,S003,1,8.0,0.028,2.850390451600208,2202.276992828245,0.3665798996443983,False,inf,1303.4318297474556,898.8451630807893,0.4081435559686156,1,898.8451630807893,-5.288334514260441,1
P000039,A,1,S003,2,22.0,0.055,3.0827565924461284,2262.276992828245,0.3149429794564159,False,inf,1333.4318297474556,928.8451630807892,0.4105797680944317,1,928.8451630807892,-5.288334514260441,1
P000040,A,1,S003,2,22.0,0.055,3.0827565924461284,2262.276992828245,0.3149429794564159,True,5790.888170252544,1333.4318297474556,928.8451630807892,0.4105797680944317,1,928.8451630807892,-5.288334514260441,1
P000041,A,1,S003,2,16.0,0.056,2.963542785453088,2262.276992828245,0.3414349365659804,False,inf,1333.4318297474556,928.8451630807892,0.4105797680944317,1,928.8451630807892,-5.288334514260441,1
P000042,A,1,S003,1,3.0,0.012,2.804037247751029,2202.276992828245,0.3768806116108824,True,5850.888170252544,1303.4318297474556,898.8451630807893,0.4081435559686156,1,898.8451630807893,-5.288334514260441,1
P000043,A,1,S003,2,17.0,0.039,2.981173459179203,2262.276992828245,0.3375170090712882,True,5790.888170252544,1333.4318297474556,928.8451630807892,0.4105797680944317,1,928.8451630807892,-5.288334514260441,1
P000044,A,1,S003,2,17.0,0.039,2.981173459179203,2262.276992828245,0.3375170090712882,True,5790.888170252544,1333.4318297474556,928.8451630807892,0.4105797680944317,1,928.8451630807892,-5.288334514260441,1
P000045,A,1,S003,2,9.0,0.047,2.8619491421678784,2262.276992828245,0.3640113017404714,True,5790.888170252544,1333.4318297474556,928.8451630807892,0.4105797680944317,1,928.8451630807892,-5.288334514260441,1
P000046,A,1,S003,2,11.0,0.04,2.887245701141598,2262.276992828245,0.3583898441907559,True,5790.888170252544,1333.4318297474556,928.8451630807892,0.4105797680944317,1,928.8451630807892,-5.288334514260441,1
P000047,A,1,S004,1,14.0,0.027,3.047009147807469,2123.959400972985,0.3228868560427848,False,inf,1383.866367153159,740.0930338198259,0.3484497083516708,1,740.0930338198259,-5.839925593266557,1
P000048,A,1,S004,1,14.0,0.027,3.047009147807469,2123.959400972985,0.3228868560427848,True,5886.37363284684,1383.866367153159,740.0930338198259,0.3484497083516708,1,740.0930338198259,-5.839925593266557,1
P000049,A,1,S004,1,6.0,0.035,2.9448489638471385,2123.959400972985,0.3455891191450804,False,inf,1383.866367153159,740.0930338198259,0.3484497083516708,1,740.0930338198259,-5.839925593266557,1
P000050,A,1,S004,1,8.0,0.028,2.9656942536784365,2123.959400972985,0.340956832515903,False,inf,1383.866367153159,740.0930338198259,0.3484497083516708,1,740.0930338198259,-5.839925593266557,1
P000051,A,1,S004,2,22.0,0.055,3.203366220355213,2183.959400972985,0.2881408399210637,False,inf,1413.866367153159,770.0930338198259,0.3526132552998643,1,770.0930338198259,-5.839925593266557,1
P000052,A,1,S004,2,22.0,0.055,3.203366220355213,2183.959400972985,0.2881408399210637,True,5826.37363284684,1413.866367153159,770.0930338198259,0.3526132552998643,1,770.0930338198259,-5.839925593266557,1
P000053,A,1,S004,1,3.0,0.012,2.919891024803157,2123.959400972985,0.3511353278215207,True,5886.37363284684,1383.866367153159,740.0930338198259,0.3484497083516708,1,740.0930338198259,-5.839925593266557,1
P000054,A,1,S004,2,17.0,0.039,3.0986471482564,2183.959400972985,0.311411744831911,True,5826.37363284684,1413.866367153159,770.0930338198259,0.3526132552998643,1,770.0930338198259,-5.839925593266557,1
P000055,A,1,S004,2,17.0,0.039,3.0986471482564,2183.959400972985,0.311411744831911,True,5826.37363284684,1413.866367153159,770.0930338198259,0.3526132552998643,1,770.0930338198259,-5.839925593266557,1
P000056,A,1,S004,2,9.0,0.047,2.977295648239486,2183.959400972985,0.3383787448356697,True,5826.37363284684,1413.866367153159,770.0930338198259,0.3526132552998643,1,770.0930338198259,-5.839925593266557,1
P000057,A,1,S004,2,11.0,0.04,3.002823048333129,2183.959400972985,0.3327059892593047,True,5826.37363284684,1413.866367153159,770.0930338198259,0.3526132552998643,1,770.0930338198259,-5.839925593266557,1
P000058,A,1,S005,1,14.0,0.027,2.094018302339303,1635.7581046684645,0.5346625994801548,False,inf,1247.555719000899,388.2023856675656,0.2373226117967158,1,388.2023856675656,-2.547971547580076,1
P000059,A,1,S005,1,14.0,0.027,2.094018302339303,1635.7581046684645,0.5346625994801548,True,9729.364280999102,1247.555719000899,388.2023856675656,0.2373226117967158,1,388.2023856675656,-2.547971547580076,1
P000060,A,1,S005,1,6.0,0.035,2.023678708754835,1635.7581046684645,0.5502936202767033,False,inf,1247.555719000899,388.2023856675656,0.2373226117967158,1,388.2023856675656,-2.547971547580076,1
P000061,A,1,S005,1,8.0,0.028,2.038049977348116,1635.7581046684645,0.547100005033752,False,inf,1247.555719000899,388.2023856675656,0.2373226117967158,1,388.2023856675656,-2.547971547580076,1
P000062,A,1,S005,2,22.0,0.055,2.2014564651560837,1695.7581046684645,0.5107874521875371,False,inf,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
P000063,A,1,S005,2,22.0,0.055,2.2014564651560837,1695.7581046684645,0.5107874521875371,True,9669.364280999102,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
P000064,A,1,S005,1,3.0,0.012,2.006441090948309,1635.7581046684645,0.5541242020114867,True,9729.364280999102,1247.555719000899,388.2023856675656,0.2373226117967158,1,388.2023856675656,-2.547971547580076,1
P000065,A,1,S005,2,17.0,0.039,2.129518815506648,1695.7581046684645,0.5267735965540783,True,9669.364280999102,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
P000066,A,1,S005,2,17.0,0.039,2.129518815506648,1695.7581046684645,0.5267735965540783,True,9669.364280999102,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
P000067,A,1,S005,2,9.0,0.047,2.046042483154676,1695.7581046684645,0.5453238926322943,True,9669.364280999102,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
P000068,A,1,S005,2,11.0,0.04,2.0636187252482485,1695.7581046684645,0.5414180610559447,True,9669.364280999102,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
P000069,A,1,S006,1,14.0,0.027,1.2869317340707995,1252.6149834599576,0.714015170206489,False,inf,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000070,A,1,S006,1,14.0,0.027,1.2869317340707995,1252.6149834599576,0.714015170206489,True,2724.929174936688,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000071,A,1,S006,1,6.0,0.035,1.2411219044028343,1252.6149834599576,0.7241951323549256,False,inf,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000072,A,1,S006,1,8.0,0.028,1.250646292293427,1252.6149834599576,0.7220786017125718,False,inf,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000073,A,1,S006,2,22.0,0.055,1.354999454410149,1312.6149834599576,0.6988890101310781,False,inf,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000074,A,1,S006,2,22.0,0.055,1.354999454410149,1312.6149834599576,0.6988890101310781,True,2664.929174936688,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000075,A,1,S006,1,3.0,0.012,1.2294267479818388,1252.6149834599576,0.7267940560040358,True,2724.929174936688,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000076,A,1,S006,2,17.0,0.039,1.3095840119305917,1312.6149834599576,0.7089813306820907,True,2664.929174936688,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000077,A,1,S006,2,17.0,0.039,1.3095840119305917,1312.6149834599576,0.7089813306820907,True,2664.929174936688,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000078,A,1,S006,2,9.0,0.047,1.2558925819390496,1312.6149834599576,0.7209127595691001,True,2664.929174936688,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000079,A,1,S006,2,11.0,0.04,1.2673398458663825,1312.6149834599576,0.7183689231408039,True,2664.929174936688,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
P000080,A,1,S007,1,14.0,0.027,1.8723077073056285,1667.3175960060048,0.5839316205987493,False,inf,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
P000081,A,1,S007,1,14.0,0.027,1.8723077073056285,1667.3175960060048,0.5839316205987493,True,2518.701201996997,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
P000082,A,1,S007,1,6.0,0.035,1.8056692577182183,1667.3175960060048,0.5987401649515071,False,inf,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
P000083,A,1,S007,1,8.0,0.028,1.8195808525494075,1667.3175960060048,0.595648699433465,False,inf,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
P000084,A,1,S007,2,22.0,0.055,1.9706696366234688,1727.3175960060048,0.5620734140836736,False,inf,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
P000085,A,1,S007,2,22.0,0.055,1.9706696366234688,1727.3175960060048,0.5620734140836736,True,2458.701201996997,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
P000086,A,1,S007,1,3.0,0.012,1.7884953435658324,1667.3175960060048,0.6025565903187039,True,2518.701201996997,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
P000087,A,1,S007,2,17.0,0.039,1.9050984660637973,1727.3175960060048,0.5766447853191561,True,2458.701201996997,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
P000088,A,1,S007,2,17.0,0.039,1.9050984660637973,1727.3175960060048,0.5766447853191561,True,2458.701201996997,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
P000089,A,1,S007,2,9.0,0.047,1.827226616519499,1727.3175960060048,0.5939496407734446,True,2458.701201996997,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
P000090,A,1,S007,2,11.0,0.04,1.843878826796971,1727.3175960060048,0.5902491496006731,True,2458.701201996997,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
P000091,A,1,S008,1,14.0,0.027,3.1579220394720044,2116.2040179476107,0.298239546783999,False,inf,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
P000092,A,1,S008,1,14.0,0.027,3.1579220394720044,2116.2040179476107,0.298239546783999,True,5891.671324359528,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
P000093,A,1,S008,1,6.0,0.035,3.052115105935034,2116.2040179476107,0.3217521986811035,False,inf,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
P000094,A,1,S008,1,8.0,0.028,3.0736515722950584,2116.2040179476107,0.3169663172677648,False,inf,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
P000095,A,1,S008,2,22.0,0.055,3.320471468312056,2176.2040179476107,0.2621174514862097,False,inf,1285.608675640472,890.5953423071386,0.4092425778843399,1,890.5953423071386,-6.237413833707706,1
P000096,A,1,S008,2,22.0,0.055,3.320471468312056,2176.2040179476107,0.2621174514862097,True,5831.671324359528,1285.608675640472,890.5953423071386,0.4092425778843399,1,890.5953423071386,-6.237413833707706,1
P000097,A,1,S008,1,3.0,0.012,3.02641678013471,2116.2040179476107,0.3274629377478422,True,5891.671324359528,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
P000098,A,1,S008,2,17.0,0.039,3.211553578754032,2176.2040179476107,0.2863214269435485,True,5831.671324359528,1285.608675640472,890.5953423071386,0.4092425778843399,1,890.5953423071386,-6.237413833707706,1
P000099,A,1,S008,2,17.0,0.039,3.211553578754032,2176.2040179476107,0.2863214269435485,True,5831.671324359528,1285.608675640472,890.5953423071386,0.4092425778843399,1,890.5953423071386,-6.237413833707706,1
P000100,A,1,S008,2,9.0,0.047,3.085653920531505,2176.2040179476107,0.3142991287707767,True,5831.671324359528,1285.608675640472,890.5953423071386,0.4092425778843399,1,890.5953423071386,-6.237413833707706,1
P000101,A,1,S008,2,11.0,0.04,3.1120924140464856,2176.2040179476107,0.3084239079896699,True,5831.671324359528,1285.608675640472,890.5953423071386,0.4092425778843399,1,890.5953423071386,-6.237413833707706,1
P000102,A,1,S009,1,14.0,0.027,2.223769974851195,1631.5344862389493,0.5058288944775122,True,9732.642756880525,1108.2772431194746,523.2572431194747,0.3207147918311547,1,523.2572431194747,-3.209010330240588,1
P000103,A,1,S009,1,8.0,0.028,2.164472663159292,1631.5344862389493,0.5190060748534907,False,inf,1108.2772431194746,523.2572431194747,0.3207147918311547,1,523.2572431194747,-3.209010330240588,1
P000104,A,1,S009,2,22.0,0.055,2.3382502154288844,1691.5344862389493,0.4803888410158035,True,9672.642756880525,1138.2772431194746,553.2572431194747,0.327074172959735,1,553.2572431194747,-3.209010330240588,1
P000105,A,1,S009,1,3.0,0.012,2.1312822055029432,1631.5344862389493,0.5263817321104571,True,9732.642756880525,1108.2772431194746,523.2572431194747,0.3207147918311547,1,523.2572431194747,-3.209010330240588,1
P000106,A,1,S009,2,17.0,0.039,2.261531325774452,1691.5344862389493,0.4974374831612329,True,9672.642756880525,1138.2772431194746,553.2572431194747,0.327074172959735,1,553.2572431194747,-3.209010330240588,1
P000107,A,1,S009,2,11.0,0.04,2.1915142663338063,1691.5344862389493,0.5129968297035986,True,9672.642756880525,1138.2772431194746,553.2572431194747,0.327074172959735,1,553.2572431194747,-3.209010330240588,1
P000108,A,1,S010,1,14.0,0.027,1.919081914389043,1593.852469173274,0.5735373523579905,True,2555.5370987466963,1214.0229012533036,379.8295679199703,0.2383091128358866,1,379.8295679199703,-1.6556759388739977,1
P000109,A,1,S010,1,8.0,0.028,1.86571458599424,1593.852469173274,0.5853967586679467,False,inf,1214.0229012533036,379.8295679199703,0.2383091128358866,1,379.8295679199703,-1.6556759388739977,1
P000110,A,1,S010,2,22.0,0.055,2.0198116904222125,1653.852469173274,0.5511529576839528,True,2495.5370987466963,1244.0229012533036,409.8295679199703,0.2478029785358275,1,409.8295679199703,-1.6556759388739977,1
P000111,A,1,S010,1,3.0,0.012,1.8347888312684555,1593.852469173274,0.59226914860701,True,2555.5370987466963,1214.0229012533036,379.8295679199703,0.2383091128358866,1,379.8295679199703,-1.6556759388739977,1
P000112,A,1,S010,2,17.0,0.039,1.9525396814898757,1653.852469173274,0.5661022930022499,True,2495.5370987466963,1244.0229012533036,409.8295679199703,0.2478029785358275,1,409.8295679199703,-1.6556759388739977,1
P000113,A,1,S010,2,11.0,0.04,1.890221360403144,1653.852469173274,0.5799508087993013,True,2495.5370987466963,1244.0229012533036,409.8295679199703,0.2478029785358275,1,409.8295679199703,-1.6556759388739977,1
P000114,A,1,S011,1,14.0,0.027,1.1359227466302664,1163.5352135344808,0.7475727229710519,True,9966.045726566092,1163.5352135344808,0.0,0.0,0,0.0,2.937667103696427,0
P000115,A,1,S011,1,8.0,0.028,1.104775062284771,1163.5352135344808,0.7544944306033843,False,inf,1163.5352135344808,0.0,0.0,0,0.0,2.937667103696427,0
P000116,A,1,S011,2,22.0,0.055,1.194888093078244,1223.5352135344808,0.7344693126492792,True,9906.045726566092,1223.5352135344808,0.0,0.0,0,0.0,2.937667103696427,0
P000117,A,1,S011,1,3.0,0.012,1.086805367412299,1163.5352135344808,0.7584876961306002,True,9966.045726566092,1163.5352135344808,0.0,0.0,0,0.0,2.937667103696427,0
P000118,A,1,S011,2,17.0,0.039,1.1554902930398885,1223.5352135344808,0.7432243793244693,True,9906.045726566092,1223.5352135344808,0.0,0.0,0,0.0,2.937667103696427,0
P000119,A,1,S011,2,11.0,0.04,1.1190655088410852,1223.5352135344808,0.7513187758130921,True,9906.045726566092,1223.5352135344808,0.0,0.0,0,0.0,2.937667103696427,0
P000120,A,1,S012,1,14.0,0.027,2.9114301427790448,2050.414682835104,0.3530155238268789,True,2324.862658582448,1195.9773414175522,854.4373414175518,0.4167144083440346,1,854.4373414175518,-5.4426206856221455,1
P000121,A,1,S012,1,8.0,0.028,2.83314290926716,2050.414682835104,0.37041268682952,False,inf,1195.9773414175522,854.4373414175518,0.4167144083440346,1,854.4373414175518,-5.4426206856221455,1
P000122,A,1,S012,2,22.0,0.055,3.061601464969904,2110.414682835104,0.3196441188955768,True,2264.862658582448,1225.9773414175522,884.4373414175518,0.4190822536495102,1,884.4373414175518,-5.4426206856221455,1
P000123,A,1,S012,1,3.0,0.012,2.788878372086112,2050.414682835104,0.3802492506475308,True,2324.862658582448,1195.9773414175522,854.4373414175518,0.4167144083440346,1,854.4373414175518,-5.4426206856221455,1
P000124,A,1,S012,2,17.0,0.039,2.961062090388955,2110.414682835104,0.3419862021357878,True,2264.862658582448,1225.9773414175522,884.4373414175518,0.4190822536495102,1,884.4373414175518,-5.4426206856221455,1
P000125,A,1,S012,2,11.0,0.04,2.8689160516355905,2110.414682835104,0.3624630996365354,True,2264.862658582448,1225.9773414175522,884.4373414175518,0.4190822536495102,1,884.4373414175518,-5.4426206856221455,1
P000126,A,1,S013,1,14.0,0.027,1.9242610635843664,1552.0233919046514,0.5723864303145854,True,2576.454970714341,1183.145029285659,368.87836261899247,0.2376757750837137,1,368.87836261899247,-1.7783987710747056,1
P000127,A,1,S013,1,8.0,0.028,1.8710396210494764,1552.0233919046514,0.5842134175445608,False,inf,1183.145029285659,368.87836261899247,0.2376757750837137,1,368.87836261899247,-1.7783987710747056,1
P000128,A,1,S013,2,22.0,0.055,2.0252312019390644,1612.0233919046514,0.549948621791319,True,2516.454970714341,1213.1450292856591,398.8783626189922,0.247439562367458,1,398.8783626189922,-1.7783987710747056,1
P000129,A,1,S013,1,3.0,0.012,1.8404346471826696,1552.0233919046514,0.5910145228482956,True,2576.454970714341,1183.145029285659,368.87836261899247,0.2376757750837137,1,368.87836261899247,-1.7783987710747056,1
P000130,A,1,S013,2,17.0,0.039,1.957745501136248,1612.0233919046514,0.564945444191945,True,2516.454970714341,1213.1450292856591,398.8783626189922,0.247439562367458,1,398.8783626189922,-1.7783987710747056,1
P000131,A,1,S013,2,11.0,0.04,1.895441441300517,1612.0233919046514,0.5787907908221073,True,2516.454970714341,1213.1450292856591,398.8783626189922,0.247439562367458,1,398.8783626189922,-1.7783987710747056,1
P000132,A,1,S014,1,14.0,0.027,2.248452345106987,1928.9611053702408,0.5003439233095585,True,2387.962780648213,1321.357219351787,607.6038860184537,0.3149902215896838,1,607.6038860184537,-2.7488069776422748,1
P000133,A,1,S014,1,8.0,0.028,2.185397287318804,1928.9611053702408,0.5143561583735992,False,inf,1321.357219351787,607.6038860184537,0.3149902215896838,1,607.6038860184537,-2.7488069776422748,1
P000134,A,1,S014,2,22.0,0.055,2.366013438574972,1988.9611053702408,0.4742192358722285,True,2327.962780648213,1351.357219351787,637.6038860184537,0.3205713195179677,1,637.6038860184537,-2.7488069776422748,1
P000135,A,1,S014,1,3.0,0.012,2.148191516377425,1928.9611053702408,0.5226241074716833,True,2387.962780648213,1321.357219351787,607.6038860184537,0.3149902215896838,1,607.6038860184537,-2.7488069776422748,1
P000136,A,1,S014,2,17.0,0.039,2.287650601258055,1988.9611053702408,0.4916331997204322,True,2327.962780648213,1351.357219351787,637.6038860184537,0.3205713195179677,1,637.6038860184537,-2.7488069776422748,1
P000137,A,1,S014,2,11.0,0.04,2.214459791976608,1988.9611053702408,0.5078978240051982,True,2327.962780648213,1351.357219351787,637.6038860184537,0.3205713195179677,1,637.6038860184537,-2.7488069776422748,1
P000138,A,1,S015,1,14.0,0.027,2.432955544300718,1910.20984697682,0.4593432123776182,True,9601.45507651159,1307.26492348841,602.94492348841,0.3156432914648914,1,602.94492348841,-3.666371127136273,1
P000139,A,1,S015,1,8.0,0.028,2.3644554864474845,1910.20984697682,0.4745654474561145,False,inf,1307.26492348841,602.94492348841,0.3156432914648914,1,602.94492348841,-3.666371127136273,1
